station_id, observation_time,raw_text
KBIF,2023-04-05T20:55:00Z,KBIF 052055Z AUTO 05005KT 10SM FEW350 13/M15 A3005 RMK AO2 SLP149 T01341155 $
KBIH,2023-04-05T20:56:00Z,KBIH 052056Z AUTO VRB06KT 10SM CLR 11/M12 A3011 RMK AO2 SLP191 T01111117 58015
KBIL,2023-04-05T20:53:00Z,KBIL 052053Z 26006G17KT 10SM SCT060 BKN150 06/M13 A3000 RMK AO2 SLP186 T00561128 56013
KBIS,2023-04-05T20:52:00Z,KBIS 052052Z 30023G39KT 10SM CLR M04/M11 A2992 RMK AO2 PK WND 29041/2022 UPE04B18E47SNB26E35 SLP160 P0004 60010 T10391106 53017
KBIV,2023-04-05T20:53:00Z,KBIV 052053Z AUTO 26021G35KT 10SM FEW017 BKN023 OVC035 12/09 A2971 RMK AO2 PK WND 23041/1957 SLP061 T01220089 53041
KBIX,2023-04-05T20:55:00Z,KBIX 052055Z 15009KT 10SM SCT014 26/23 A3000 RMK AO2A SLP162 T02610227 58007
KBJC,2023-04-05T20:48:00Z,KBJC 052048Z 34013KT 10SM FEW120 SCT200 04/M06 A2999
KBJI,2023-04-05T20:55:00Z,KBJI 052055Z AUTO 27020G24KT 3SM -SN SCT024 BKN030 OVC038 M05/M09 A2953 RMK AO2 T10541089
KBJJ,2023-04-05T20:56:00Z,KBJJ 052056Z AUTO 25009KT 5SM -RA BR FEW050 OVC095 19/18 A2988 RMK AO2 SLP115 P0007 60019 T01890178 50004
KBKB,2023-04-05T20:52:00Z,KBKB 052052Z AUTO VRB05KT 10SM SCT030 SCT035 BKN044 27/21 A2990 RMK AO2 SLP148 60005 T02670211 58005
KBKD,2023-04-05T20:55:00Z,KBKD 052055Z AUTO 36006G14KT 10SM CLR 16/M02 A3011 RMK AO2 T01621024
KBKE,2023-04-05T20:53:00Z,KBKE 052053Z AUTO 12010G17KT 10SM CLR 07/M10 A3013 RMK AO2 SLP223 T00671100 56010
KBKF,2023-04-05T20:58:00Z,KBKF 052058Z 30009KT 10SM FEW035 SCT060 BKN140 BKN200 03/M14 A2997 RMK AO2A SLP179 T00331139 55000
KBKL,2023-04-05T20:53:00Z,KBKL 052053Z 20015G29KT 7SM -RA FEW037 SCT050 OVC080 21/17 A2983 RMK AO2 PK WND 21029/2047 RAE30B48 SLP099 P0001 60003 T02110172 51012
KBKN,2023-04-05T20:55:00Z,KBKN 052055Z AUTO 34013KT CLR 13/M07 A3012 RMK AO2
KBKS,2023-04-05T20:55:00Z,KBKS 052055Z AUTO 02016G27KT 6SM -RA BR FEW006 BKN021 OVC026 18/18 A2984 RMK AO2 SLP065 P0000 T01780178 $
KBKT,2023-04-05T20:55:00Z,KBKT 052055Z AUTO 20013G18KT 10SM SCT055 29/16 A3007 RMK AO1 T02900158
KBKV,2023-04-05T20:53:00Z,KBKV 052053Z 12009G15KT 10SM SCT070 33/16 A3007 RMK AO2 SLP180 T03280161 56016
KBKW,2023-04-05T20:51:00Z,KBKW 052051Z AUTO 20015G21KT 180V240 10SM SCT075 27/12 A3004 RMK AO2 SLP137 T02720117 56014
KBKX,2023-04-05T20:56:00Z,KBKX 052056Z AUTO 29024G39KT 9SM -SN BKN018 OVC025 M04/M08 A2989 RMK AO2 PK WND 28039/2047 SLPNO P0000 60000 T10441078 53025 FZRANO
KBLF,2023-04-05T20:52:00Z,KBLF 052052Z AUTO 17009G17KT 10SM FEW060 25/13 A3009 RMK AO2 SLP154 T02500133 56014
KBLI,2023-04-05T20:53:00Z,KBLI 052053Z 18010G16KT 10SM BKN045 BKN120 10/02 A3014 RMK AO2 SLP214 T01000022 56010
KBLM,2023-04-05T20:56:00Z,KBLM 052056Z AUTO 05011KT 1/2SM UP OVC003 A3017 RMK AO2 SLPNO P0000 60000 56020 FZRANO RVRNO $
KBLU,2023-04-05T20:52:00Z,KBLU 052052Z AUTO 10SM CLR 05/M08 A3014 RMK AO2 SLP213 T00501083 50001
KBLV,2023-04-05T20:55:00Z,KBLV 052055Z 29013KT 10SM SCT015 OVC200 12/06 A2997 RMK AO2A SLP150 T01160059 52047 $
KBMC,2023-04-05T20:55:00Z,KBMC 052055Z AUTO 17013G17KT 10SM OVC048 02/M07 A3018 RMK AO1 T00201069
KBMG,2023-04-05T21:06:00Z,KBMG 052106Z VRB05KT 8SM -RA BKN009 BKN090 OVC110 17/15 A2989 RMK AO2 LTG DSNT ALQDS P0001 T01670150
KBMI,2023-04-05T20:56:00Z,KBMI 052056Z 27015G25KT 10SM SCT022 09/03 A2992 RMK AO2 PK WND 29027/2002 SLP128 60001 T00890033 53051
KBML,2023-04-05T20:52:00Z,KBML 052052Z AUTO 13014G18KT 3SM -FZRA OVC031 01/M05 A3023 RMK AO2 RAB32E42FZRAB42 SLP251 P0004 60004 I1002 I3002 T00061050 56029
KBMQ,2023-04-05T20:53:00Z,KBMQ 052053Z AUTO 01012G24KT 10SM BKN080 21/M03 A3004 RMK AO2 SLP157 T02111028 58006
KBMT,2023-04-05T20:55:00Z,KBMT 052055Z AUTO 18010G15KT 10SM SCT024 SCT029 SCT037 27/24 A2989 RMK AO2 LTG DSNT NW THRU NE T02660237
KBNA,2023-04-05T20:53:00Z,KBNA 052053Z 21011G26KT 10SM SCT070 BKN095 OVC250 28/15 A2996 RMK AO2 PK WND 21030/1956 LTG DSNT SW-NW SLP139 T02830150 58003
KBNL,2023-04-05T20:55:00Z,KBNL 052055Z AUTO VRB06G12KT 10SM BKN065 BKN075 32/16 A3011 RMK AO2
KBNO,2023-04-05T20:53:00Z,KBNO 052053Z AUTO 14004KT 10SM OVC055 03/M06 A3016 RMK AO2 SLP241 T00281056 56007
KBNW,2023-04-05T20:55:00Z,KBNW 052055Z AUTO 29019G26KT 10SM SCT043 05/M06 A2998 RMK AO2
KBOI,2023-04-05T20:53:00Z,KBOI 052053Z 10SM FEW065 09/M10 A3018 RMK AO2 SLP232 T00891100 56004
KBOK,2023-04-05T20:56:00Z,KBOK 052056Z AUTO 14008KT 10SM BKN014 BKN050 OVC060 08/05 A3024 RMK AO2 RAE00 SLP241 P0000 6//// T00830050 58001
KBOS,2023-04-05T20:54:00Z,KBOS 052054Z 08010KT 10SM OVC016 05/02 A3035 RMK AO2 SLP275 T00500017 55017
KBOW,2023-04-05T20:45:00Z,KBOW 052045Z 10010G19KT 10SM FEW065 32/16 A3008
KBPC,2023-04-05T20:55:00Z,KBPC 052055Z AUTO 02012G18KT 10SM CLR 12/M11 A3011 RMK AO2
KBPG,2023-04-05T20:55:00Z,KBPG 052055Z AUTO 31010G15KT 10SM CLR 19/M17 A3005 RMK AO2 T01911173
KBPI,2023-04-05T20:53:00Z,KBPI 052053Z AUTO 19008KT 10SM FEW039 BKN049 OVC060 M06/M10 A3003 RMK AO2 SLP218 T10611100 53003
KBPK,2023-04-05T20:53:00Z,KBPK 052053Z AUTO 36008KT 10SM CLR 13/03 A3001 RMK AO2 SLP156 T01280033 50018
KBPT,2023-04-05T20:53:00Z,KBPT 052053Z 18013G18KT 9SM BKN023 BKN031 OVC039 27/23 A2990 RMK AO2 LTG DSNT N AND NW SLP124 T02720228 58008
KBQK,2023-04-05T20:55:00Z,KBQK 052055Z AUTO 15013G20KT 10SM CLR 28/19 A3013 RMK AO2 T02790194
KBQP,2023-04-05T20:55:00Z,KBQP 052055Z AUTO 11006KT 4SM VCTSRA SCT065 BKN075 OVC090 18/18 A2998 RMK AO2 LTG DSNT ALQDS 6//// T01780175
KBQX,2023-04-05T20:55:00Z,KBQX 052055Z AUTO 18007KT 2SM BR BKN070 24/23 A2987 RMK A01
KBRD,2023-04-05T21:04:00Z,KBRD 052104Z AUTO 26018G29KT 2SM -SN FEW023 BKN031 OVC040 M03/M08 A2961 RMK AO2 PK WND 27029/2104 VIS 1 1/4V4 P0000 T10331083
KBRG,2023-04-05T20:55:00Z,KBRG 052055Z AUTO 36003KT 10SM CLR 10/M21 A3007 RMK AO2 T00951206
KBRL,2023-04-05T20:53:00Z,KBRL 052053Z AUTO 29010G18KT 10SM SCT038 09/01 A2994 RMK AO2 SLP138 T00890006 51033
KBRO,2023-04-05T20:53:00Z,KBRO 052053Z 16012KT 10SM OVC031 29/23 A2979 RMK AO2 SLP085 T02890228 58004
KBRY,2023-04-05T20:55:00Z,KBRY 052055Z AUTO 24010G19KT 10SM OVC065 28/15 A2989 RMK AO2 T02750152
KBTA,2023-04-05T20:55:00Z,KBTA 052055Z AUTO 28018G26KT 10SM CLR 06/M08 A3002 RMK AO2 T00571079
KBTL,2023-04-05T20:53:00Z,KBTL 052053Z 23015G26KT 10SM BKN041 BKN050 21/13 A2969 RMK AO2 PK WND 21030/2000 SLP050 60000 T02110133 53002
KBTM,2023-04-05T20:53:00Z,KBTM 052053Z AUTO 31008KT 10SM SCT070 00/M12 A3001 RMK AO2 UPB43E53 SLP227 P0000 60000 T00001117 57007
KBTN,2023-04-05T20:55:00Z,KBTN 052055Z AUTO 29028G35KT 3/4SM UP BR OVC021 M06/M06 A2982 RMK AO2 VIS 1/2V1 1/2
KBTP,2023-04-05T20:56:00Z,KBTP 052056Z AUTO 21010G17KT 10SM CLR 27/12 A2990 RMK AO2 SLP121 T02720122 56010 TSNO $
KBTR,2023-04-05T20:53:00Z,KBTR 052053Z 18015G24KT 10SM FEW040 30/21 A2995 RMK AO2 PK WND 16027/2040 SLP139 T03000206 58008
KBTV,2023-04-05T21:09:00Z,KBTV 052109Z 14010KT 5SM RA BR OVC031 06/03 A3008 RMK AO2 TSE09 P0003 T00560033
KBUF,2023-04-05T20:54:00Z,KBUF 052054Z 32015G31KT 10SM -RA FEW020 BKN060 BKN070 OVC130 15/13 A2987 RMK AO2 PK WND 33031/2049 RAB49 SLP115 P0000 60006 T01500128 53016
KBUR,2023-04-05T20:53:00Z,KBUR 052053Z VRB03KT 10SM CLR 18/M04 A3009 RMK AO2 SLP181 T01781039 58014
KBUU,2023-04-05T20:55:00Z,KBUU 052055Z AUTO 26014G27KT 10SM CLR 08/02 A2974 RMK AO2 T00830020 PWINO
KBUY,2023-04-05T20:54:00Z,KBUY 052054Z AUTO 18012G18KT 10SM CLR 29/16 A3009 RMK AO2 SLP183 T02940156 56014
KBVI,2023-04-05T20:55:00Z,KBVI 052055Z AUTO 25006KT 10SM CLR 27/10 A2990 RMK AO2 T02650096
KBVN,2023-04-05T20:55:00Z,KBVN 052055Z AUTO 31022G30KT CLR 04/M11 A3005 RMK AO2 6//// T00381108
KBVO,2023-04-05T20:53:00Z,KBVO 052053Z AUTO VRB03G14KT 10SM CLR 14/M04 A3012 RMK AO2 SLP196 T01441039 50004
KBVS,2023-04-05T20:55:00Z,KBVS 052055Z AUTO 15011G18KT 10SM BKN046 11/M00 A3015 RMK A01
KBVU,2023-04-05T20:55:00Z,KBVU 052055Z AUTO 06008G17KT 10SM CLR 13/M17 A3016 RMK AO2
KBVX,2023-04-05T21:05:00Z,KBVX 052105Z AUTO VRB06KT 10SM BKN015 15/13 A2998 RMK AO2
KBVY,2023-04-05T20:53:00Z,KBVY 052053Z 08005KT 10SM OVC019 04/M01 A3034 RMK AO2 SLP270 T00391006 55017
KBWD,2023-04-05T20:55:00Z,KBWD 052055Z AUTO 01008G15KT 10SM CLR 19/M04 A3008 RMK AO1
KBWG,2023-04-05T21:02:00Z,KBWG 052102Z AUTO 26015G41KT 220V280 1 3/4SM +TSRA FEW035 BKN060 OVC090 23/17 A2998 RMK AO2 PK WND 27040/2056 LTG DSNT SW-N RAB2056 PRESRR P0010 T02280172
KBWI,2023-04-05T20:54:00Z,KBWI 052054Z 13010G17KT 10SM FEW070 FEW170 BKN250 27/17 A3000 RMK AO2 SLP158 T02720167 55013
KBWP,2023-04-05T20:55:00Z,KBWP 052055Z AUTO 28017G25KT 1SM UP BR SCT025 BKN032 OVC075 M05/M07 A2975 RMK AO2
KBWW,2023-04-05T20:55:00Z,KBWW 052055Z AUTO 32020G26KT 10SM CLR M03/M13 A2998 RMK AO2
KBXA,2023-04-05T20:55:00Z,KBXA 052055Z AUTO 18010G15KT 10SM BKN032 BKN042 BKN050 30/21 A2999 RMK AO2 T03020213
KBXK,2023-04-05T20:55:00Z,KBXK 052055Z AUTO VRB03KT 10SM CLR 19/M14 A3009 RMK A01
KBYG,2023-04-05T20:53:00Z,KBYG 052053Z AUTO 20003KT 10SM CLR M04/M10 A2999 RMK AO2 SLP203 T10441100 58000
KBYH,2023-04-05T20:50:00Z,KBYH 052050Z 23009KT 10SM SCT080 BKN110 OVC150 22/19 A2997 RMK LAST
KBYI,2023-04-05T20:53:00Z,KBYI 052053Z AUTO 28009G19KT 10SM OVC060 03/M08 A3014 RMK AO2 SLP221 T00331078 53000
KBYL,2023-04-05T20:55:00Z,KBYL 052055Z AUTO 22009G19KT 200V290 10SM FEW075 SCT085 30/13 A2999 RMK AO1
KBYS,2023-04-05T20:55:00Z,KBYS 052055Z AUTO 31006KT 10SM CLR 13/M15 A3011 RMK AO2 SLP196 T01311147 57015 $
KBYY,2023-04-05T20:55:00Z,KBYY 052055Z AUTO 36007KT 3SM DZ 18/17 A2990 RMK AO2 P0001 T01900180
KBZN,2023-04-05T20:56:00Z,KBZN 052056Z 08006KT 10SM CLR 00/M09 A3004 RMK AO2 SLP220 T00001089 58009
KC09,2023-04-05T20:55:00Z,KC09 052055Z AUTO 28019G26KT 10SM BKN022 09/04 A2985 RMK AO2 T00880036
KC29,2023-04-05T20:55:00Z,KC29 052055Z AUTO 26018G28KT 10SM BKN031 08/01 A2975 RMK AO1 T00780014
KC35,2023-04-05T20:55:00Z,KC35 052055Z AUTO 25019G23KT 10SM OVC033 06/M02 A2975 RMK AO2 T00591019 PWINO
KC62,2023-04-05T20:55:00Z,KC62 052055Z AUTO 23017G26KT 10SM -RA BKN034 OVC039 18/13 A2976 RMK AO2 T01900141
KC65,2023-04-05T20:55:00Z,KC65 052055Z AUTO 27014G27KT 10SM FEW018 SCT024 BKN031 18/14 A2976 RMK A01
KC75,2023-04-05T20:55:00Z,KC75 052055Z AUTO 30015G25KT 10SM SCT029 08/03 A2991 RMK AO2 T00800025
KC83,2023-04-05T20:55:00Z,KC83 052055Z AUTO 25004KT 10SM CLR 16/04 A3022 RMK AO2
KC99,2023-04-05T20:55:00Z,KC99 052055Z AUTO 30011G21KT 260V340 BKN010 OVC016 M12/M13 A2989 RMK AO2
KCAD,2023-04-05T20:55:00Z,KCAD 052055Z AUTO 23017G27KT 10SM BKN028 OVC037 18/11 A2954 RMK AO2 T01760113
KCAE,2023-04-05T20:56:00Z,KCAE 052056Z 17012KT 10SM SCT039 BKN048 31/16 A3010 RMK AO2 WSHFT 1943 SLP188 FROPA T03110156 56014
KCAG,2023-04-05T20:53:00Z,KCAG 052053Z AUTO 27007KT 9SM SCT031 M03/M07 A3009 RMK AO2 UPB24E31B48E50SNB31E48 SLP244 P0000 60000 T10281072 53005
KCAK,2023-04-05T20:51:00Z,KCAK 052051Z 26004KT 4SM RA BR SCT075 OVC100 18/17 A2988 RMK AO2 SLP114 P0017 60022 T01830172 50002
KCAO,2023-04-05T20:55:00Z,KCAO 052055Z AUTO 12005G15KT 10SM OVC070 07/M12 A3004 RMK AO2 SLP184 T00671117 55006
KCAR,2023-04-05T20:54:00Z,KCAR 052054Z AUTO 12003KT 1/2SM SN FZFG VV008 M03/M05 A3038 RMK AO2 SLP303 P0004 60004 T10331050 58014
KCAV,2023-04-05T20:55:00Z,KCAV 052055Z AUTO 29022G30KT 10SM OVC029 02/M03 A2994 RMK A01
KCBE,2023-04-05T21:05:00Z,KCBE 052105Z AUTO 16008KT 130V190 10SM SCT110 32/13 A2993 RMK AO2 T03170125
KCBF,2023-04-05T20:55:00Z,KCBF 052055Z AUTO 29018G26KT 260V330 10SM CLR 07/M11 A2999 RMK AO2
KCBG,2023-04-05T20:55:00Z,KCBG 052055Z AUTO 24015G23KT 7SM -SN BKN031 OVC040 M02/M10 A2969 RMK AO2
KCBK,2023-04-05T20:55:00Z,KCBK 052055Z AUTO 33013G22KT 10SM CLR 08/M12 A3009 RMK AO2 T00781117
KCBM,2023-04-05T20:55:00Z,KCBM 052055Z 18011KT 10SM BKN065 28/16 A2994 RMK AO2A SLP141 ALSTG/SLP ESTMD 58013 $
KCCA,2023-04-05T20:55:00Z,KCCA 052055Z AUTO 34006G15KT 10SM CLR 17/10 A2996 RMK AO2
KCCB,2023-04-05T20:55:00Z,KCCB 052055Z AUTO VRB06G12KT 10SM CLR 18/M09 A3008 RMK AO2
KCCO,2023-04-05T20:55:00Z,KCCO 052055Z AUTO 19005KT 10SM SCT060 OVC085 29/15 A3009 RMK AO2 T02890152
KCCR,2023-04-05T20:53:00Z,KCCR 052053Z 00000KT 10SM FEW050 16/03 A3021 RMK AO2 SLP216 T01560033 58008
KCCY,2023-04-05T20:55:00Z,KCCY 052055Z AUTO 29021G29KT 10SM BKN030 OVC035 02/M03 A2988 RMK AO2
KCDA,2023-04-05T20:55:00Z,KCDA 052055Z AUTO 11004KT 4SM -RA 01/M01 A3018 RMK AO2 T00121008
KCDC,2023-04-05T20:53:00Z,KCDC 052053Z AUTO 36005KT 10SM CLR 00/M12 A3014 RMK AO2 SLP236 T00001117 56001
KCDD,2023-04-05T20:53:00Z,KCDD 052053Z AUTO 29004KT 1 3/4SM -SN SCT009 BKN013 OVC025 M02/M04 A2938 RMK AO2 TSNO
KCDI,2023-04-05T20:55:00Z,KCDI 052055Z AUTO 18011G22KT 10SM SCT065 SCT085 29/15 A2984 RMK AO2 T02850150
KCDJ,2023-04-05T20:51:00Z,KCDJ 052051Z AUTO 27007G20KT 240V320 10/M02 A3005 RMK AO1 SLP180 T01001022 51025
KCDN,2023-04-05T20:55:00Z,KCDN 052055Z AUTO 18008G15KT 130V200 10SM FEW060 30/16 A3012 RMK AO2
KCDR,2023-04-05T20:53:00Z,KCDR 052053Z AUTO 29018G31KT 9SM CLR M02/M07 A3008 RMK AO2 PK WND 28031/2046 SLP235 T10221072 53006
KCDS,2023-04-05T20:53:00Z,KCDS 052053Z AUTO 03007G19KT 350V060 10SM CLR 15/M09 A3011 RMK AO2 SLP192 T01501089 56006
KCDW,2023-04-05T21:05:00Z,KCDW 052105Z 10007KT 2SM BR OVC006 09/08 A3018 RMK AO2 T00940078
KCEC,2023-04-05T20:56:00Z,KCEC 052056Z AUTO 20009KT 6SM HZ OVC070 09/06 A3024 RMK AO2 SLP241 T00940056 58003
KCEF,2023-04-05T20:55:00Z,KCEF 052055Z 09007KT 10SM OVC021 07/01 A3024 RMK AO2A SLP248 T00730012 56010
KCEU,2023-04-05T20:54:00Z,KCEU 052054Z AUTO 23007KT 180V270 10SM FEW065 29/16 A3008 RMK AO2 SLP177 T02890156 57020
KCEW,2023-04-05T20:53:00Z,KCEW 052053Z AUTO 10SM FEW034 29/21 A3010 RMK AO2 SLP189 T02940206 55002
KCEY,2023-04-05T20:55:00Z,KCEY 052055Z AUTO 19011G19KT 10SM FEW080 19/18 A2997 RMK A01 P0001
KCEZ,2023-04-05T20:53:00Z,KCEZ 052053Z AUTO 25005KT 10SM FEW060 OVC080 02/M13 A3009 RMK AO2 SLP214 T00171133 56005
KCFD,2023-04-05T20:55:00Z,KCFD 052055Z AUTO 01008KT 10SM OVC060 19/10 A3001 RMK AO2 P0001 60001 T01850102
KCFE,2023-04-05T20:55:00Z,KCFE 052055Z AUTO 26019G31KT 9SM UP BKN027 OVC034 M03/M08 A2975 RMK AO2
KCFJ,2023-04-05T20:55:00Z,KCFJ 052055Z AUTO 23013G20KT 10SM BKN014 OVC019 15/11 A2986 RMK AO2 60009 T01500113
KCFO,2023-04-05T20:47:00Z,KCFO 052047Z 32013G18KT 10SM SKC 06/M15 A2999
KCFS,2023-04-05T20:55:00Z,KCFS 052055Z AUTO 17010G19KT 10SM CLR 22/13 A2962 RMK AO2 T02150134
KCFV,2023-04-05T20:52:00Z,KCFV 052052Z AUTO 31007G19KT 10SM CLR 13/M02 A3010 RMK AO2 SLP193 T01281022 51008
KCGC,2023-04-05T20:55:00Z,KCGC 052055Z AUTO 29006KT 10SM BKN075 BKN090 A3008 RMK AO2
KCGE,2023-04-05T21:05:00Z,KCGE 052105Z AUTO 16011G19KT 10SM CLR 27/17 A3006 RMK A01
KCGF,2023-04-05T20:45:00Z,KCGF 052045Z 22013G27KT 10SM BKN030 BKN040 OVC100 22/17 A2985
KCGI,2023-04-05T20:53:00Z,KCGI 052053Z 24010KT 10SM CLR 18/17 A2991 RMK AO2 RAE01 SLP126 P0000 60029 T01830172 51019
KCGS,2023-04-05T21:10:00Z,KCGS 052110Z AUTO 20008G19KT 170V230 10SM SCT075 30/15 A3000 RMK AO2 T03030148
KCGZ,2023-04-05T20:56:00Z,KCGZ 052056Z AUTO 10SM CLR 18/M13 A3008 RMK AO2 SLP185 6//// T01781133 57020 PNO $
KCHA,2023-04-05T20:53:00Z,KCHA 052053Z 20014G23KT 10SM SCT060 SCT250 32/12 A3002 RMK AO2 PK WND 18027/2007 SLP157 T03170122 58009
KCHD,2023-04-05T20:47:00Z,KCHD 052047Z 32007KT 10SM CLR 19/M15 A3007
KCHK,2023-04-05T20:55:00Z,KCHK 052055Z AUTO 01009G18KT 10SM CLR 13/M03 A3009 RMK AO2 T01351034
KCHO,2023-04-05T20:53:00Z,KCHO 052053Z 21015G21KT 10SM FEW055 BKN080 29/16 A3001 RMK AO2 SLP154 T02940161 56015
KCHS,2023-04-05T20:56:00Z,KCHS 052056Z 18012KT 10SM SCT035 SCT250 29/19 A3015 RMK AO2 SLP208 T02890189 56008
KCIC,2023-04-05T20:47:00Z,KCIC 052047Z 00000KT 10SM CLR 15/M02 A3020
KCID,2023-04-05T20:52:00Z,KCID 052052Z 27020G31KT 10SM BKN033 06/M03 A2992 RMK AO2 PK WND 28035/2035 SLP136 T00561028 51035
KCIN,2023-04-05T20:55:00Z,KCIN 052055Z AUTO 28019G26KT 10SM SCT044 05/M07 A2997 RMK AO2
KCIR,2023-04-05T20:55:00Z,KCIR 052055Z AUTO 23009KT 10SM SCT008 SCT037 OVC110 18/17 A2994 RMK AO2 P0007 60019 T01820174
KCJR,2023-04-05T20:55:00Z,KCJR 052055Z AUTO 20010G19KT 10SM SCT055 30/15 A3001 RMK AO2 T03010149
KCKB,2023-04-05T20:53:00Z,KCKB 052053Z 21010G20KT 10SM CLR 32/14 A2991 RMK AO2 SLP113 T03170139 58025
KCKC,2023-04-05T20:57:00Z,KCKC 052057Z AUTO 19010G16KT 1/4SM -DZ OVC002 M01/M01 A2929 RMK AO2
KCKF,2023-04-05T20:55:00Z,KCKF 052055Z AUTO 19009KT 10SM SCT050 31/16 A3010 RMK AO2 T03110161
KCKI,2023-04-05T20:55:00Z,KCKI 052055Z AUTO 21006KT 10SM SCT060 SCT070 30/15 A3012 RMK AO2
KCKM,2023-04-05T20:55:00Z,KCKM 052055Z AUTO 00000KT 7SM CLR 19/19 A2997 RMK A01 P0002
KCKN,2023-04-05T20:55:00Z,KCKN 052055Z AUTO 30022KT 1SM -SN BKN007 BKN014 OVC022 M03/M06 A2961 RMK AO2
KCKP,2023-04-05T20:55:00Z,KCKP 052055Z AUTO 30017G25KT 10SM OVC032 01/M06 A2999 RMK AO2 T00091061
KCKV,2023-04-05T20:52:00Z,KCKV 052052Z AUTO 22005KT 10SM -RA FEW060 BKN090 OVC110 19/16 A3000 RMK AO2 PK WND 28043/2013 WSHFT 2002 LTG DSNT NE-S TSB14E35 SLP154 P0026 60027 T01890156 53029
KCKZ,2023-04-05T20:55:00Z,KCKZ 052055Z AUTO 06011G14KT 10SM OVC005 10/10 A3012 RMK AO2
KCLE,2023-04-05T20:51:00Z,KCLE 052051Z 21015KT 3SM +RA FEW038 BKN047 OVC080 20/17 A2983 RMK AO2 PK WND 21027/2023 RAB03 SLP113 P0004 60006 T02000172 51009
KCLI,2023-04-05T20:55:00Z,KCLI 052055Z AUTO 26020G30KT 10SM BKN032 07/M01 A2963 RMK AO2 T00671008
KCLL,2023-04-05T21:07:00Z,KCLL 052107Z 01011G18KT 10SM VCTS OVC070 19/09 A2999 RMK AO2 LTG DSNT NE AND E TSE01 T01940089
KCLM,2023-04-05T20:53:00Z,KCLM 052053Z AUTO 36005KT 10SM CLR 08/02 A3013 RMK AO2 SLP205 T00830017 56008
KCLS,2023-04-05T20:55:00Z,KCLS 052055Z AUTO 20012G18KT 10SM BKN038 BKN044 OVC055 10/03 A3015 RMK AO2
KCLT,2023-04-05T20:52:00Z,KCLT 052052Z 20012G21KT 10SM SCT060 BKN085 BKN250 29/14 A3010 RMK AO2 SLP199 T02940144 56017
KCLW,2023-04-05T20:55:00Z,KCLW 052055Z AUTO 24004KT 10SM CLR 29/20 A3006 RMK AO2
KCMA,2023-04-05T20:55:00Z,KCMA 052055Z 26013KT 10SM CLR 18/00 A3011 RMK AO2 PK WND 27030/2013 WSHFT 1942 SLP207 6//// T01780000 56007
KCMD,2023-04-05T20:55:00Z,KCMD 052055Z AUTO 21012G26KT 180V240 10SM CLR 28/16 A3005 RMK AO2
KCMH,2023-04-05T20:51:00Z,KCMH 052051Z 00000KT 8SM BKN065 OVC080 20/19 A2985 RMK AO2 RAE32 SLP102 P0021 60022 T02000189 56012
KCMI,2023-04-05T21:03:00Z,KCMI 052103Z 29019KT 10SM BKN015 OVC019 09/06 A2992 RMK AO2 T00940061
KCMR,2023-04-05T20:55:00Z,KCMR 052055Z AUTO 31014G20KT 10SM CLR 05/M17 A3008 RMK AO2
KCMX,2023-04-05T20:53:00Z,KCMX 052053Z AUTO 25012G20KT 4SM -RA BR BKN005 OVC010 03/01 A2938 RMK AO2 UPB17E32RAB32 SLP960 P0001 60001 I1000 I3000 T00280006 55002
KCMY,2023-04-05T20:55:00Z,KCMY 052055Z AUTO 26015G25KT 10SM OVC033 03/M05 A2977 RMK AO2 PK WND 26030/31 SLP090 T00301047 52048 FZRANO $
KCNB,2023-04-05T20:55:00Z,KCNB 052055Z AUTO 00000KT 10SM SCT023 BKN029 M03/M06 A2987 RMK AO2 T10281065
KCNC,2023-04-05T20:55:00Z,KCNC 052055Z AUTO 28016G25KT 10SM FEW047 07/M04 A2999 RMK AO2
KCNI,2023-04-05T20:55:00Z,KCNI 052055Z AUTO 20009KT 10SM BKN055 BKN080 29/15 A3010 RMK AO2 T02860148
KCNK,2023-04-05T20:55:00Z,KCNK 052055Z AUTO 29013G22KT 10SM CLR 11/M09 A3007 RMK AO2 PK WND 30028/2005 SLP189 T01061094 53005
KCNM,2023-04-05T20:53:00Z,KCNM 052053Z AUTO 12009KT 10SM CLR 16/M16 A3003 RMK AO2 SLP145 T01611161 56020
KCNO,2023-04-05T20:53:00Z,KCNO 052053Z 09009KT 10SM FEW060 FEW250 21/M01 A3008 RMK AO2 SLP186 T02111011 57019
KCNU,2023-04-05T20:52:00Z,KCNU 052052Z AUTO VRB06G17KT 10SM CLR 12/M03 A3010 RMK AO2 SLP193 T01221028 51013
KCNW,2023-04-05T20:55:00Z,KCNW 052055Z 34015G20KT 10SM BKN090 20/01 A3003
KCNY,2023-04-05T20:53:00Z,KCNY 052053Z AUTO 10SM BKN080 BKN095 06/M13 A3007 RMK AO2 SLP193 T00561133 58006
KCOD,2023-04-05T20:56:00Z,KCOD 052056Z AUTO 13011KT 10SM CLR M01/M10 A3001 RMK AO2 SLP203 T10111100 56003 FZRANO
KCOE,2023-04-05T20:56:00Z,KCOE 052056Z AUTO 24010KT 10SM BKN060 BKN080 07/M06 A3012 RMK AO2 SLP238 6//// T00671056 56008 PNO $
KCOF,2023-04-05T20:55:00Z,KCOF 052055Z AUTO 11012KT 10SM CLR 28/20 A3010 RMK AO2 SLP197 T02810196 56013 $
